序号,电影类别,编码,公映证号,片名,第一出品单位,公示批次链接,公示名称,公示日期
132,国产故事片,1108732019,784,少年梦2,北京宇宙中极文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
133,国产故事片,1108782019,786,美丽村庄,盐城冉冉文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
134,国产故事片,1108792019,787,绝密追击,北京三景观颐影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
135,国产故事片,1108802019,789,李慧娘（越剧）,绍兴市柯桥区小百花越剧艺术传习中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
136,国产故事片,1108832019,792,御医传奇,北京三笙影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
137,国产故事片,1108842019,793,我的男友是辅警,云南昊清影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
138,国产故事片,1108852019,794,至暗陷阱,北京华沣艺采文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
139,国产故事片,1108862019,795,塞上暖阳,威海青年影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
140,国产故事片,1108872019,796,龙虎山张天师,江西省影纳文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
141,国产故事片,1102682019,797,扑蝶,福建东方视野文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
142,国产故事片,1109012019,799,大人父母官,北京立德恒昌文化传媒股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
143,国产故事片,1108902019,803,拉面王子,华诚电影电视数字节目有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
144,国产故事片,1108912019,804,李畋传奇,新三润集团萍乡市大兴传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
145,国产故事片,1108952019,808,产房,重庆佛龙影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
146,国产故事片,1108972019,810,八卦掌之鹰飞,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
147,国产故事片,1108982019,811,八卦掌之暗战,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
148,国产故事片,1108992019,813,双鱼陨石,四川归去来影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
149,国产故事片,1109032019,815,不负流年,浙江天珩影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
150,国产故事片,1109042019,816,远在江湖（巴陵戏）,湖南公益电影传媒中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
151,国产故事片,1109072019,819,女心理师之心迷水影,优酷电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
152,国产故事片,1109082019,820,女心理师之暗夜重生,优酷电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
153,国产故事片,1109092019,821,外星人驾到,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
154,国产故事片,1109102019,822,一日成交,中视影业（海南）投资有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
155,国产故事片,1109272019,824,始发站,北京金石兄弟影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
156,国产故事片,1109122019,825,阿菠萝计划,鲸海星辰（北京）文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
157,国产故事片,1109152019,828,下一站：幸福,长影集团有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
158,国产故事片,1109462019,829,大河向东流之沁源故事,山西珈西娱乐影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
159,国产故事片,1109312019,832,情定红海滩,华诚电影电视数字节目有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
160,国产故事片,1109342019,835,绿叶对根的情意,山西皇城相府文化旅游有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
161,国产故事片,1109352019,836,封神榜·妖灭,西安苏禾影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
162,国产故事片,1109202019,837,猎心之骨证,公安部金盾影视文化中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
163,国产故事片,1109372019,843,极南之地,北京狮子鱼文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
164,国产故事片,1109422019,845,闪光少年,广东群星影业传媒集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
165,国产故事片,1109472019,849,囧男进化论,北京卓迈影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
166,国产故事片,1109282019,850,唐人街探案3,万达影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
1,国产故事片,1100522019,052,抢妈,霍尔果斯长赢影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
2,国产故事片,1100602019,060,姜子牙走淇河（豫剧）,河南永冠影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
3,国产故事片,1100762019,076,合法伴侣,上海尚世影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
4,国产故事片,1101182019,116,热血合唱团,上海博纳文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
5,国产故事片,1101292019,123,蓝色百褶裙,梦想者电影（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
6,国产故事片,1103702019,333,麦路人,中影寰亚音像制片有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
7,国产故事片,1103742019,337,疯狂好男人,深圳市艺彩影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
8,国产故事片,1103922019,357,夜归人之1号嫌疑人,恒丰影业（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
9,国产故事片,1104222019,384,天眼之刺使案,永康艺仙佰紫文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
10,国产故事片,1104242019,391,致命复活,北京巨坞影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
11,国产故事片,1104432019,396,月半爱丽丝,北京映可大方传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
12,国产故事片,1104952019,438,3年8班,北京龙合田玉影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
13,国产故事片,1105382019,485,丹顶鹤女孩,北京阳春三月影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
14,国产故事片,1105442019,491,我的嘟卡弟弟,益学广通（北京）影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
15,国产故事片,1105562019,503,客从何处来,河南新宇影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
16,国产故事片,1105572019,505,东极日出,上海唐古拉文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
17,国产故事片,1105602019,508,机械陪伴,无锡巨匠文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
18,国产故事片,1105642019,512,你的世界如果没有我,飞天盛宇影视传媒股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
19,国产故事片,1105672019,515,汤米贵的大事业,中青新影文化传媒（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
20,国产故事片,1105872019,526,塞罕坝上,北京多译电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
21,国产故事片,1105922019,531,灰犀牛,北京紫徽星文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
22,国产故事片,1105972019,536,何文秀（越剧）,杭州君皓文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
23,国产故事片,1106092019,550,兄弟同体,青岛城市传媒影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
24,国产故事片,1106142019,557,热力营救,上海天涌影视传媒股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
25,国产故事片,1106332019,569,歌带你回家,浙江宏泰影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
26,国产故事片,1106352019,572,红色金融家——高捷成,福建正图影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2208.shtml,2019年电影公映许可证发放公示（国产故事片第十二期）,2020-01-15
